*******************************************************************************
 Revised: April 12, 2021                Venus                           299 / 2
 
 PHYSICAL DATA (updated 2020-Oct-19):
  Vol. Mean Radius (km) =  6051.84+-0.01 Density (g/cm^3)      =  5.204
  Mass x10^23 (kg)      =    48.685      Volume (x10^10 km^3)  = 92.843
  Sidereal rot. period  =   243.018484 d Sid. Rot. Rate (rad/s)= -0.00000029924
  Mean solar day        =   116.7490 d   Equ. gravity  m/s^2   =  8.870
  Mom. of Inertia       =     0.33       Core radius (km)      = ~3200
  Geometric Albedo      =     0.65       Potential Love # k2   = ~0.25
  GM (km^3/s^2)         = 324858.592     Equatorial Radius, Re = 6051.893 km
  GM 1-sigma (km^3/s^2) =    +-0.006     Mass ratio (Sun/Venus)= 408523.72
  Atmos. pressure (bar) =  90            Max. angular diam.    =   60.2"
  Mean Temperature (K)  = 735            Visual mag. V(1,0)    =   -4.40
  Obliquity to orbit    = 177.3 deg      Hill's sphere rad.,Rp =  167.1
  Sidereal orb. per., y =   0.61519726   Orbit speed, km/s     =   35.021
  Sidereal orb. per., d = 224.70079922   Escape speed, km/s    =   10.361
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         2759         2614       2650
  Maximum Planetary IR (W/m^2)    153         153         153
  Minimum Planetary IR (W/m^2)    153         153         153
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Sat May 29 10:41:39 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Venus Barycenter (299)          {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2019-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2021-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2458484.500000000, A.D. 2019-Jan-01 00:00:00.0000, -8.238126961879626E+07,  7.005400357447663E+07,  5.684910758346014E+06, -2.263904820538244E+01, -2.701728799104976E+01,  9.352522537487609E-01,
2458485.500000000, A.D. 2019-Jan-02 00:00:00.0000, -8.430421210851002E+07,  6.769252287428245E+07,  5.763435044511393E+06, -2.187056411397726E+01, -2.764297308639734E+01,  8.823195889301818E-01,
2458486.500000000, A.D. 2019-Jan-03 00:00:00.0000, -8.616000326168314E+07,  6.527793470247705E+07,  5.837355477688540E+06, -2.108472508611304E+01, -2.824654501526468E+01,  8.286888312335829E-01,
2458487.500000000, A.D. 2019-Jan-04 00:00:00.0000, -8.794717128355025E+07,  6.281217077175058E+07,  5.906613629538920E+06, -2.028217402444955E+01, -2.882751772321507E+01,  7.744037506720485E-01,
2458488.500000000, A.D. 2019-Jan-05 00:00:00.0000, -8.966430052740383E+07,  6.029720395853411E+07,  5.971154876742747E+06, -1.946356764952629E+01, -2.938542446947505E+01,  7.195086496297805E-01,
2458489.500000000, A.D. 2019-Jan-06 00:00:00.0000, -9.131003266225842E+07,  5.773504661667021E+07,  6.030928445242047E+06, -1.862957589113161E+01, -2.991981823154502E+01,  6.640483221889149E-01,
2458490.500000000, A.D. 2019-Jan-07 00:00:00.0000, -9.288306778738710E+07,  5.512774885702962E+07,  6.085887450950667E+06, -1.778088126726145E+01, -3.043027208880648E+01,  6.080680130282587E-01,
2458491.500000000, A.D. 2019-Jan-08 00:00:00.0000, -9.438216549269339E+07,  5.247739679490615E+07,  6.135988936896548E+06, -1.691817825148213E+01, -3.091637958471852E+01,  5.516133759465482E-01,
2458492.500000000, A.D. 2019-Jan-09 00:00:00.0000, -9.580614586395182E+07,  4.978611076705655E+07,  6.181193906766072E+06, -1.604217262952625E+01, -3.137775506723322E+01,  4.947304320630508E-01,
2458493.500000000, A.D. 2019-Jan-10 00:00:00.0000, -9.715389043202378E+07,  4.705604352028117E+07,  6.221467354824975E+06, -1.515358084596507E+01, -3.181403400709587E+01,  4.374655277489836E-01,
