*******************************************************************************
JPL/HORIZONS                 2 Pallas (A802 FA)            2021-May-29 11:15:53
Rec #:       2 (+COV) Soln.date: 2021-May-03_17:43:21   # obs: 8933 (1804-2020)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2449820.5 ! 1995-Apr-13.00 (TDB)         Residual RMS= .37013
   EC= .2338923901398553   QR= 2.123199358589515   TP= 2449888.2401978029
   OM= 173.3007005773634   W=  309.6979504659889   IN= 34.80656077842534
   A= 2.771411393468747    MA= 345.5289835475172   ADIST= 3.41962342834798
   PER= 4.61381            N= .213625241           ANGMOM= .027842964
   DAN= 2.27928            DDN= 3.07993            L= 128.6154841
   B= -26.0523449          MOID= 1.22409999        TP= 1995-Jun-19.7401978029
 
Asteroid physical parameters (km, seconds, rotational period in hours):
   GM= 14.3                RAD= 272.5              ROTPER= 7.8132
   H= 4.21                 G= .110                 B-V= .635
                           ALBEDO= .101            STYP= B
 
ASTEROID comments: 
1: soln ref.= JPL#42, OCC=0
2: source=ORB
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Sat May 29 11:15:53 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: 2 Pallas (A802 FA)              {source: JPL#42}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2019-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2021-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Small perturbers: Yes                             {source: SB441-N16}
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2449820.5 ! 1995-Apr-13.00 (TDB)         Residual RMS= .37013        
   EC= .2338923901398553   QR= 2.123199358589515   TP= 2449888.2401978029      
   OM= 173.3007005773634   W=  309.6979504659889   IN= 34.80656077842534       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X=-3.914331834006519E-01  Y= 2.086547556539849E+00  Z=-3.858944255506239E-01
  VX=-1.247921525244788E-02 VY=-3.104370043226314E-03 VZ= 1.462708693235823E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= 14.3                RAD= 272.5              ROTPER= 7.8132              
   H= 4.21                 G= .110                 B-V= .635                   
                           ALBEDO= .101            STYP= B                     
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2458484.500000000, A.D. 2019-Jan-01 00:00:00.0000, -3.453585004297552E+08,  2.151464493938778E+07,  1.484082838948810E+07, -3.944259837966826E+00, -1.692743937506040E+01,  1.202778577972903E+01,
2458485.500000000, A.D. 2019-Jan-02 00:00:00.0000, -3.456951638863605E+08,  2.005187568649421E+07,  1.587984777317063E+07, -3.848901261556055E+00, -1.693289035516663E+01,  1.202354285563258E+01,
2458486.500000000, A.D. 2019-Jan-03 00:00:00.0000, -3.460235950197951E+08,  1.858865349208418E+07,  1.691848867122066E+07, -3.753697268809341E+00, -1.693792445828556E+01,  1.201902480253225E+01,
2458487.500000000, A.D. 2019-Jan-04 00:00:00.0000, -3.463438073066825E+08,  1.712501428967858E+07,  1.795672738107823E+07, -3.658650645445643E+00, -1.694254364596886E+01,  1.201423320898760E+01,
2458488.500000000, A.D. 2019-Jan-05 00:00:00.0000, -3.466558144628218E+08,  1.566099384279655E+07,  1.899454033766988E+07, -3.563764142227468E+00, -1.694674989182626E+01,  1.200916966895306E+01,
2458489.500000000, A.D. 2019-Jan-06 00:00:00.0000, -3.469596304401702E+08,  1.419662774393039E+07,  2.003190411386344E+07, -3.469040475028256E+00, -1.695054518113680E+01,  1.200383578151577E+01,
2458490.500000000, A.D. 2019-Jan-07 00:00:00.0000, -3.472552694238319E+08,  1.273195141355411E+07,  2.106879542090024E+07, -3.374482324905472E+00, -1.695393151046338E+01,  1.199823315063610E+01,
2458491.500000000, A.D. 2019-Jan-08 00:00:00.0000, -3.475427458290529E+08,  1.126700009916498E+07,  2.210519110880505E+07, -3.280092338179389E+00, -1.695691088727052E+01,  1.199236338489104E+01,
2458492.500000000, A.D. 2019-Jan-09 00:00:00.0000, -3.478220742982242E+08,  9.801808874358036E+06,  2.314106816677400E+07, -3.185873126517360E+00, -1.695948532954540E+01,  1.198622809722042E+01,
2458493.500000000, A.D. 2019-Jan-10 00:00:00.0000, -3.480932696978907E+08,  8.336412637933179E+06,  2.417640372354066E+07, -3.091827267023493E+00, -1.696165686542233E+01,  1.197982890467603E+01,
2458494.500000000, A.D. 2019-Jan-11 00:00:00.0000, -3.483563471157693E+08,  6.870846113034561E+06,  2.521117504772056E+07, -2.997957302333547E+00, -1.696342753281056E+01,  1.197316742817351E+01,
2458495.500000000, A.D. 2019-Jan-12 00:00:00.0000, -3.486113218577753E+08,  5.405143846321980E+06,  2.624535954813439E+07, -2.904265740714969E+00, -1.696479937902557E+01,  1.196624529224720E+01,
2458496.500000000, A.D. 2019-Jan-13 00:00:00.0000, -3.488582094450573E+08,  3.939340207173993E+06,  2.727893477411028E+07, -2.810755056171914E+00, -1.696577446042396E+01,  1.195906412480787E+01,
